time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,GPU,MTS FG,MTS BG,RAM,EMC,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp AUX,Temp CPU,Temp GPU,Temp thermal,power cur,power avg
2021-06-22 21:09:56.751524,0:04:58.880000,OFF,MODE_15W_6CORE,21,12,13,11,16,15,0,0,0,1276012,1276012,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.0,29.5,29.95,2334,2505
2021-06-22 21:09:57.305851,0:04:59.430000,OFF,MODE_15W_6CORE,18,16,11,16,22,17,0,0,0,1276456,1276456,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.3,2539,2505
2021-06-22 21:09:57.831210,0:04:59.960000,OFF,MODE_15W_6CORE,13,17,13,18,16,9,0,0,0,1276736,1276736,0,150,OFF,OFF,OFF,0.0,29.5,29.5,31.0,30.0,30.3,2539,2506
2021-06-22 21:09:58.366079,0:05:00.500000,OFF,MODE_15W_6CORE,11,20,11,11,9,5,0,0,0,1276668,1276668,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.0,30.0,30.1,2416,2505
2021-06-22 21:09:58.896977,0:05:01.030000,OFF,MODE_15W_6CORE,16,7,15,18,7,8,0,0,0,1276260,1276260,0,150,OFF,OFF,OFF,0.0,29.0,29.5,31.0,30.0,30.1,2293,2502
2021-06-22 21:09:59.425025,0:05:01.550000,OFF,MODE_15W_6CORE,21,18,17,12,16,27,0,0,0,1275524,1275524,0,150,OFF,OFF,OFF,0.0,29.5,29.5,31.0,30.0,30.25,2580,2503
2021-06-22 21:09:59.952379,0:05:02.080000,OFF,MODE_15W_6CORE,19,11,16,14,18,9,0,0,0,1276724,1276724,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.25,2621,2504
2021-06-22 21:10:00.479839,0:05:02.610000,OFF,MODE_15W_6CORE,11,16,23,9,11,11,0,0,0,1276808,1276808,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.0,30.0,30.3,2498,2504
2021-06-22 21:10:01.009323,0:05:03.140000,OFF,MODE_15W_6CORE,15,8,11,9,18,9,0,0,0,1275980,1275980,0,150,OFF,OFF,OFF,0.0,29.0,30.0,31.0,30.0,30.3,2252,2501
2021-06-22 21:10:01.536225,0:05:03.660000,OFF,MODE_15W_6CORE,25,17,16,18,14,13,0,0,0,1276052,1276052,0,150,OFF,OFF,OFF,0.0,29.5,30.0,31.5,30.0,30.45,2498,2501
